bResult,rResult,redTeamTag,gamelength,golddiff,goldblue,bKills,bTowers,bInhibs,bDragons,bBarons,bHeralds,goldred,rKills,rTowers,rInhibs,rDragons,rBarons,rHeralds
1,0,C9,40,"[0, 0, -14, -65, -268, -431, -488, -789, -494, -625, -1044, -313, -760, -697, -790, -611, 240, 845, 797, 1422, 987, 169, 432, 491, 1205, 1527, 1647, 1847, 3750, 4719, 3561, 3367, 2886, 2906, 4411, 4473, 4639, 4762, 4686, 6057]","[2415, 2415, 2711, 3887, 5068, 6171, 7412, 8661, 10154, 11361, 12677, 14558, 15548, 16980, 18324, 19952, 22874, 25274, 27215, 29519, 30690, 31881, 33386, 34700, 36511, 37791, 39384, 40458, 43882, 45845, 47672, 49049, 50452, 52515, 55090, 56589, 57860, 58958, 59940, 62729]","[[10.82, 'C9 Hai', 'TSM Bjergsen', [], 9229, 8469], [16.286, 'C9 LemonNation', 'TSM WildTurtle', ['TSM Santorin', 'TSM Bjergsen', 'TSM Lustboy'], 13908, 5960], [18.733, 'C9 Hai', 'TSM Bjergsen', ['TSM Santorin', 'TSM WildTurtle', 'TSM Lustboy'], 8281, 7889], [18.88, 'C9 Meteos', 'TSM Dyrus', ['TSM Santorin', 'TSM Bjergsen', 'TSM WildTurtle', 'TSM Lustboy'], 8522, 8895], [27.005, 'C9 Balls', 'TSM Bjergsen', ['TSM Dyrus', 'TSM Santorin', 'TSM WildTurtle', 'TSM Lustboy'], 8902, 7643], [27.029, 'C9 LemonNation', 'TSM Dyrus', ['TSM Bjergsen', 'TSM WildTurtle', 'TSM Lustboy'], 8559, 8491], [27.109, 'C9 Hai', 'TSM WildTurtle', ['TSM Dyrus', 'TSM Santorin', 'TSM Bjergsen', 'TSM Lustboy'], 8559, 7924], [28.989, 'C9 LemonNation', 'TSM Bjergsen', ['TSM Dyrus', 'TSM Santorin', 'TSM WildTurtle', 'TSM Lustboy'], 9178, 9363], [29.073, 'C9 Balls', 'TSM Bjergsen', ['TSM Dyrus', 'TSM Santorin', 'TSM WildTurtle', 'TSM Lustboy'], 9566, 9304], [30.104, 'C9 Balls', 'TSM WildTurtle', ['TSM Santorin', 'TSM Bjergsen', 'TSM Lustboy'], 4998, 10314], [32.801, 'C9 Hai', 'TSM Santorin', ['TSM Bjergsen', 'TSM WildTurtle', 'TSM Lustboy'], 6447, 6085], [32.85, 'C9 Balls', 'TSM Bjergsen', ['TSM Santorin', 'TSM WildTurtle', 'TSM Lustboy'], 6341, 6501], [33.017, 'C9 LemonNation', 'TSM Bjergsen', ['TSM Dyrus', 'TSM Santorin', 'TSM WildTurtle', 'TSM Lustboy'], 6800, 4066], [38.889, 'C9 Meteos', 'TSM Bjergsen', ['TSM Dyrus', 'TSM Santorin', 'TSM WildTurtle', 'TSM Lustboy'], 6265, 8803], [38.906, 'C9 LemonNation', 'TSM WildTurtle', ['TSM Dyrus', 'TSM Santorin', 'TSM Bjergsen', 'TSM Lustboy'], 5705, 9246], [38.964, 'C9 Sneaky', 'TSM WildTurtle', ['TSM Dyrus', 'TSM Santorin', 'TSM Bjergsen', 'TSM Lustboy'], 7752, 10851]]","[[27.542, 'MID_LANE', 'BASE_TURRET'], [39.269, 'MID_LANE', 'NEXUS_TURRET'], [33.583, 'BOT_LANE', 'INNER_TURRET'], [23.038, 'TOP_LANE', 'INNER_TURRET'], [16.556, 'BOT_LANE', 'OUTER_TURRET'], [15.014, 'MID_LANE', 'OUTER_TURRET'], [39.376, 'MID_LANE', 'NEXUS_TURRET'], [15.217, 'MID_LANE', 'INNER_TURRET'], [17.856, 'TOP_LANE', 'OUTER_TURRET']]","[[36.686, 'MID_LANE'], [29.274, 'MID_LANE']]","[[37.267, None]]",[],[],"[2415, 2415, 2725, 3952, 5336, 6602, 7900, 9450, 10648, 11986, 13721, 14871, 16308, 17677, 19114, 20563, 22634, 24429, 26418, 28097, 29703, 31712, 32954, 34209, 35306, 36264, 37737, 38611, 40132, 41126, 44111, 45682, 47566, 49609, 50679, 52116, 53221, 54196, 55254, 56672]","[[16.529, 'TSM Lustboy', 'C9 Balls', ['C9 Meteos', 'C9 Hai', 'C9 Sneaky'], 10782, 5030], [16.791, 'TSM Dyrus', 'C9 Meteos', ['C9 Balls', 'C9 Hai', 'C9 Sneaky'], 12337, 2408], [18.784, 'TSM Santorin', 'C9 Sneaky', ['C9 Meteos', 'C9 LemonNation'], 8143, 8037], [27.073, 'TSM Santorin', 'C9 Sneaky', ['C9 Balls', 'C9 Hai', 'C9 LemonNation'], 7899, 7504], [29.983, 'TSM Santorin', 'C9 Hai', ['C9 Balls', 'C9 Meteos', 'C9 Sneaky', 'C9 LemonNation'], 5209, 10386], [30.115, 'TSM Dyrus', 'C9 Sneaky', ['C9 Balls', 'C9 Meteos', 'C9 Hai', 'C9 LemonNation'], 4766, 10313], [32.867, 'TSM Dyrus', 'C9 Sneaky', ['C9 Balls', 'C9 Meteos', 'C9 LemonNation'], 5948, 5138], [32.917, 'TSM Santorin', 'C9 Sneaky', ['C9 Balls', 'C9 LemonNation'], 6562, 4810], [38.866, 'TSM Santorin', 'C9 Sneaky', ['C9 Balls', 'C9 Meteos', 'C9 Hai', 'C9 LemonNation'], 6418, 8080]]","[[39.23, 'TOP_LANE', 'INNER_TURRET'], [20.681, 'MID_LANE', 'OUTER_TURRET'], [15.288, 'TOP_LANE', 'OUTER_TURRET'], [17.237, 'BOT_LANE', 'OUTER_TURRET']]",[],"[[17.14, None], [30.934, None], [24.641, None]]",[[29.954]],[]
0,1,DIG,38,"[0, 0, -26, -18, 147, 237, -152, 18, 88, -242, 102, 117, 802, 1420, 1394, 1301, 1489, 1563, 1368, 1105, 205, 192, 587, 377, 667, 415, 1876, 1244, 2130, 2431, 680, 1520, 949, 1894, 2644, 3394, 3726, 1165]","[2415, 2415, 2705, 4108, 5511, 6797, 7637, 8953, 10183, 11419, 12956, 14294, 16027, 18288, 19698, 21528, 23855, 25225, 26323, 27282, 28330, 29856, 31486, 32988, 35274, 36334, 39179, 40320, 42132, 43767, 45871, 48112, 49259, 51179, 53284, 55462, 56911, 57702]","[[11.104, 'DIG Shiphtur', 'CST Jesiz', ['CST Impaler'], 9294, 8716], [12.332, 'DIG Crumbzz', 'CST Cris', ['CST Sheep'], 9601, 5282], [12.392, 'DIG CoreJJ', 'CST Cris', ['CST Impaler', 'CST Mash'], 9967, 6811], [12.665, 'DIG Gamsu', 'CST Cris', ['CST Impaler', 'CST Mash', 'CST Sheep'], 10870, 5390], [14.837, 'DIG Crumbzz', 'CST Mash', ['CST Sheep'], 8556, 2686], [25.008, 'DIG KiWiKiD', 'CST Jesiz', ['CST Cris', 'CST Impaler', 'CST Mash', 'CST Sheep'], 9648, 6310], [25.134, 'DIG CoreJJ', 'CST Mash', ['CST Cris', 'CST Impaler', 'CST Jesiz', 'CST Sheep'], 9646, 6344], [28.412, 'DIG Crumbzz', 'CST Jesiz', ['CST Impaler', 'CST Mash', 'CST Sheep'], 8786, 8643], [30.128, 'DIG CoreJJ', 'CST Impaler', ['CST Cris', 'CST Mash'], 4790, 4742], [32.367, 'DIG KiWiKiD', 'CST Jesiz', ['CST Impaler', 'CST Sheep'], 10142, 7246]]","[[23.239, 'BOT_LANE', 'OUTER_TURRET'], [33.018, 'BOT_LANE', 'INNER_TURRET'], [28.989, 'BOT_LANE', 'FOUNTAIN_TURRET'], [25.564, 'MID_LANE', 'OUTER_TURRET'], [20.058, 'BOT_LANE', 'FOUNTAIN_TURRET'], [15.306, 'TOP_LANE', 'OUTER_TURRET'], [34.766, 'TOP_LANE', 'INNER_TURRET']]",[],"[[32.545, None], [26.177, None], [19.119, None]]",[[29.255]],[],"[2415, 2415, 2731, 4126, 5364, 6560, 7789, 8935, 10095, 11661, 12854, 14177, 15225, 16868, 18304, 20227, 22366, 23662, 24955, 26177, 28125, 29664, 30899, 32611, 34607, 35919, 37303, 39076, 40002, 41336, 45191, 46592, 48310, 49285, 50640, 52068, 53185, 56537]","[[12.387, 'CST Jesiz', 'DIG Gamsu', ['DIG Shiphtur'], 9469, 3606], [12.689, 'CST Sheep', 'DIG Shiphtur', ['DIG Gamsu', 'DIG KiWiKiD'], 10889, 5510], [14.882, 'CST Mash', 'DIG CoreJJ', ['DIG KiWiKiD'], 8631, 2170], [25.119, 'CST Impaler', 'DIG Shiphtur', ['DIG Gamsu', 'DIG Crumbzz', 'DIG CoreJJ', 'DIG KiWiKiD'], 8844, 6476], [26.214, 'CST Sheep', 'DIG CoreJJ', ['DIG Gamsu', 'DIG Crumbzz', 'DIG Shiphtur', 'DIG KiWiKiD'], 10522, 4959], [29.353, 'CST Jesiz', 'DIG KiWiKiD', ['DIG Gamsu', 'DIG Shiphtur', 'DIG CoreJJ'], 4362, 7414], [29.529, 'CST Sheep', 'DIG CoreJJ', ['DIG Gamsu', 'DIG Shiphtur'], 1189, 6860], [30.18, 'CST Impaler', 'DIG Shiphtur', ['DIG Gamsu', 'DIG Crumbzz', 'DIG CoreJJ', 'DIG KiWiKiD'], 4860, 4040], [36.418, 'CST Jesiz', 'DIG Shiphtur', ['DIG Crumbzz', 'DIG KiWiKiD'], 6468, 7952]]","[[19.257, 'MID_LANE', 'OUTER_TURRET'], [15.206, 'BOT_LANE', 'OUTER_TURRET'], [36.936, 'MID_LANE', 'NEXUS_TURRET'], [23.409, 'TOP_LANE', 'OUTER_TURRET'], [29.993, 'MID_LANE', 'BASE_TURRET'], [37.008, 'MID_LANE', 'NEXUS_TURRET'], [29.799, 'MID_LANE', 'INNER_TURRET']]","[[36.813, 'MID_LANE']]","[[12.264, None]]",[],[]
1,0,GV,40,"[0, 0, 10, -60, 34, 37, 589, 1064, 1258, 913, 1233, 1597, 1575, 3046, 2922, 3074, 3626, 3466, 5634, 5293, 4597, 4360, 4616, 4489, 4880, 5865, 6993, 7049, 7029, 7047, 7160, 7081, 7582, 9917, 10337, 9823, 12307, 13201, 13924, 13915]","[2415, 2415, 2726, 3794, 4933, 6236, 8109, 9656, 11073, 12374, 13953, 15596, 16971, 20152, 21237, 22738, 24964, 26454, 30109, 31317, 32846, 34248, 35671, 37370, 38932, 42355, 44791, 46409, 47779, 49255, 50804, 52769, 54327, 58119, 59919, 60832, 64321, 66814, 68928, 70270]","[[5.255, 'GV Keane', 'WFX Pobelter', ['WFX ShorterACE', 'WFX Gleeb'], 8568, 8250], [6.351, 'GV Cop', 'WFX ShorterACE', ['WFX Flaresz'], 3936, 13944], [10.628, 'GV Keane', 'WFX Altec', ['WFX ShorterACE', 'WFX Pobelter', 'WFX Gleeb'], 8878, 8698], [12.281, 'GV Keane', 'WFX Pobelter', ['WFX ShorterACE'], 7794, 8414], [12.747, 'GV BunnyFuFuu', 'WFX Flaresz', ['WFX Altec', 'WFX Gleeb'], 13228, 2113], [12.979, 'GV Hauntzer', 'WFX Pobelter', ['WFX Flaresz', 'WFX Altec', 'WFX Gleeb'], 11895, 1142], [12.992, 'GV Saintvicious', 'WFX Gleeb', ['WFX Flaresz', 'WFX Pobelter', 'WFX Altec'], 11429, 960], [14.247, 'GV Saintvicious', 'WFX Pobelter', ['WFX ShorterACE', 'WFX Altec', 'WFX Gleeb'], 10176, 5424], [17.777, 'GV Saintvicious', 'WFX Altec', ['WFX ShorterACE', 'WFX Gleeb'], 12680, 3119], [17.807, 'GV BunnyFuFuu', 'WFX Gleeb', ['WFX Flaresz', 'WFX ShorterACE', 'WFX Altec'], 12827, 3219], [17.905, 'GV Keane', 'WFX Altec', ['WFX Flaresz', 'WFX Gleeb'], 13619, 3946], [24.807, 'GV Saintvicious', 'WFX Pobelter', ['WFX Flaresz', 'WFX ShorterACE', 'WFX Altec', 'WFX Gleeb'], 6480, 7898], [24.82, 'GV BunnyFuFuu', 'WFX Flaresz', ['WFX ShorterACE', 'WFX Pobelter', 'WFX Altec'], 6526, 7664], [24.886, 'GV Cop', 'WFX Altec', ['WFX Flaresz', 'WFX ShorterACE'], 5751, 9203], [24.967, 'GV Keane', 'WFX Pobelter', ['WFX Flaresz', 'WFX Altec', 'WFX Gleeb'], 5696, 7358], [32.647, 'GV Keane', 'WFX Pobelter', ['WFX Altec', 'WFX Gleeb'], 10060, 10518], [32.692, 'GV BunnyFuFuu', 'WFX Altec', ['WFX Pobelter'], 11369, 10904], [32.972, 'GV Hauntzer', 'WFX Altec', ['WFX ShorterACE', 'WFX Pobelter', 'WFX Gleeb'], 11825, 11027], [39.206, 'GV BunnyFuFuu', 'WFX Altec', ['WFX Flaresz', 'WFX ShorterACE', 'WFX Pobelter'], 13229, 12570], [39.478, 'GV Saintvicious', 'WFX Altec', ['WFX ShorterACE', 'WFX Gleeb'], 12825, 13120], [39.511, 'GV Keane', 'WFX Flaresz', ['WFX Altec', 'WFX Gleeb'], 12861, 13615], [39.582, 'GV Cop', 'WFX Altec', ['WFX Flaresz', 'WFX ShorterACE'], 14463, 14394]]","[[15.045, 'BOT_LANE', 'OUTER_TURRET'], [39.566, 'MID_LANE', 'NEXUS_TURRET'], [33.135, 'MID_LANE', 'BASE_TURRET'], [32.833, 'MID_LANE', 'INNER_TURRET'], [25.12, 'BOT_LANE', 'FOUNTAIN_TURRET'], [38.445, 'BOT_LANE', 'FOUNTAIN_TURRET'], [36.946, 'TOP_LANE', 'BASE_TURRET'], [17.34, 'TOP_LANE', 'OUTER_TURRET'], [18.294, 'BOT_LANE', 'FOUNTAIN_TURRET'], [39.42, 'MID_LANE', 'NEXUS_TURRET'], [35.463, 'TOP_LANE', 'INNER_TURRET'], [37.109, 'BOT_LANE', 'BASE_TURRET'], [25.481, 'MID_LANE', 'OUTER_TURRET'], [30.158, 'BOT_LANE', 'INNER_TURRET'], [29.505, 'BOT_LANE', 'FOUNTAIN_TURRET']]","[[37.511, 'TOP_LANE'], [37.38, 'BOT_LANE'], [39.322, 'MID_LANE'], [33.289, 'MID_LANE']]","[[24.577, None], [37.867, None], [30.87, None], [18.255, None]]",[[35.144]],[],"[2415, 2415, 2716, 3854, 4899, 6199, 7520, 8592, 9815, 11461, 12720, 13999, 15396, 17106, 18315, 19664, 21338, 22988, 24475, 26024, 28249, 29888, 31055, 32881, 34052, 36490, 37798, 39360, 40750, 42208, 43644, 45688, 46745, 48202, 49582, 51009, 52014, 53613, 55004, 56355]","[[8.449, 'WFX Altec', 'GV Cop', ['GV BunnyFuFuu'], 10879, 1743], [12.91, 'WFX Altec', 'GV Saintvicious', ['GV Hauntzer', 'GV Cop', 'GV BunnyFuFuu'], 11064, 970], [14.23, 'WFX ShorterACE', 'GV Hauntzer', ['GV Saintvicious', 'GV Keane', 'GV BunnyFuFuu'], 9647, 5598], [17.885, 'WFX Gleeb', 'GV Keane', ['GV Cop'], 13637, 3604], [19.513, 'WFX ShorterACE', 'GV Keane', ['GV Hauntzer', 'GV Saintvicious', 'GV BunnyFuFuu'], 8218, 10166], [19.64, 'WFX Gleeb', 'GV Hauntzer', ['GV Saintvicious', 'GV Keane', 'GV BunnyFuFuu'], 6512, 9385], [24.962, 'WFX Gleeb', 'GV Keane', ['GV Hauntzer', 'GV Saintvicious', 'GV BunnyFuFuu'], 6320, 6883], [33.094, 'WFX ShorterACE', 'GV Cop', ['GV Hauntzer'], 10524, 12327]]","[[24.62, 'MID_LANE', 'OUTER_TURRET'], [30.493, 'TOP_LANE', 'OUTER_TURRET']]",[],[],[],[]
0,1,TL,41,"[0, 0, -15, 25, 228, -6, -243, 175, -346, 16, -258, -57, -190, -111, -335, -8, 324, 428, -124, 768, 2712, 1813, 198, 1242, 1245, 1278, 1240, -664, -1195, -1157, -2161, -2504, -3873, -3688, -3801, -3668, -3612, -5071, -2825, -1464, -4507]","[2415, 2415, 2705, 3847, 5398, 6473, 7720, 9308, 10547, 12033, 13449, 14936, 16150, 17883, 19332, 20408, 22017, 23124, 23948, 25772, 29313, 30575, 31746, 34139, 35563, 36651, 37597, 38905, 40203, 41672, 42939, 44038, 45075, 46391, 47834, 49102, 50411, 51661, 55047, 57417, 58612]","[[8.274, 'TL Quas', 'TIP Rhux', ['TIP Apollo'], 3491, 13787], [12.002, 'TL Fenix', 'TIP XiaoWeiXiao', ['TIP Rush'], 8328, 8708], [19.12, 'TL IWDominate', 'TIP Rush', ['TIP XiaoWeiXiao', 'TIP Apollo', 'TIP Adrian'], 5752, 6570], [19.23, 'TL Fenix', 'TIP Rhux', ['TIP Rush', 'TIP XiaoWeiXiao', 'TIP Apollo', 'TIP Adrian'], 6544, 7116], [19.298, 'TL KEITH', 'TIP XiaoWeiXiao', ['TIP Rhux', 'TIP Rush', 'TIP Apollo', 'TIP Adrian'], 5856, 7221], [26.473, 'TL Fenix', 'TIP Apollo', ['TIP Rhux', 'TIP Rush', 'TIP XiaoWeiXiao'], 10462, 5229], [29.102, 'TL Fenix', 'TIP XiaoWeiXiao', ['TIP Rhux', 'TIP Rush'], 13541, 2512], [36.557, 'TL Fenix', 'TIP Rhux', ['TIP Rush', 'TIP Apollo'], 952, 1669], [37.052, 'TL Quas', 'TIP Rhux', ['TIP Rush', 'TIP Apollo'], 8431, 6754], [39.299, 'TL Quas', 'TIP XiaoWeiXiao', ['TIP Rush', 'TIP Apollo', 'TIP Adrian'], 10978, 5424]]","[[19.941, 'BOT_LANE', 'OUTER_TURRET'], [38.77, 'TOP_LANE', 'INNER_TURRET'], [22.879, 'TOP_LANE', 'OUTER_TURRET'], [18.541, 'MID_LANE', 'OUTER_TURRET']]",[],[],[[37.513]],[],"[2415, 2415, 2720, 3822, 5170, 6479, 7963, 9133, 10893, 12017, 13707, 14993, 16340, 17994, 19667, 20416, 21693, 22696, 24072, 25004, 26601, 28762, 31548, 32897, 34318, 35373, 36357, 39569, 41398, 42829, 45100, 46542, 48948, 50079, 51635, 52770, 54023, 56732, 57872, 58881, 63119]","[[7.768, 'TIP Rush', 'TL IWDominate', ['TL Fenix'], 7253, 7713], [9.681, 'TIP Adrian', 'TL IWDominate', ['TL KEITH', 'TL Xpecial'], 11205, 1647], [12.03, 'TIP Rush', 'TL IWDominate', ['TL Fenix'], 7933, 7889], [13.904, 'TIP Rush', 'TL Fenix', ['TL IWDominate', 'TL KEITH', 'TL Xpecial'], 6342, 5915], [17.729, 'TIP XiaoWeiXiao', 'TL Quas', ['TL Fenix', 'TL KEITH'], 10175, 8637], [21.026, 'TIP Rush', 'TL Fenix', ['TL IWDominate', 'TL KEITH', 'TL Xpecial'], 2780, 12969], [21.115, 'TIP Adrian', 'TL Quas', ['TL IWDominate'], 2325, 12133], [21.179, 'TIP Rhux', 'TL Quas', ['TL IWDominate', 'TL Fenix', 'TL KEITH', 'TL Xpecial'], 1150, 12274], [26.424, 'TIP XiaoWeiXiao', 'TL Quas', ['TL IWDominate', 'TL Fenix', 'TL KEITH', 'TL Xpecial'], 9712, 5427], [26.458, 'TIP Rush', 'TL Fenix', ['TL Quas', 'TL IWDominate', 'TL KEITH', 'TL Xpecial'], 8930, 5812], [26.662, 'TIP Apollo', 'TL KEITH', ['TL Quas', 'TL IWDominate', 'TL Xpecial'], 6339, 4935], [26.753, 'TIP Adrian', 'TL KEITH', ['TL IWDominate', 'TL Xpecial'], 6530, 7086], [29.361, 'TIP Rhux', 'TL Quas', ['TL Fenix'], 13528, 5729], [31.421, 'TIP XiaoWeiXiao', 'TL Quas', ['TL IWDominate', 'TL Fenix', 'TL KEITH', 'TL Xpecial'], 4936, 4404], [36.079, 'TIP Adrian', 'TL KEITH', ['TL Quas', 'TL IWDominate', 'TL Fenix', 'TL Xpecial'], 4061, 4419], [36.19, 'TIP XiaoWeiXiao', 'TL Fenix', ['TL IWDominate', 'TL KEITH', 'TL Xpecial'], 2501, 1860], [39.263, 'TIP Rush', 'TL Fenix', ['TL Quas', 'TL IWDominate', 'TL KEITH', 'TL Xpecial'], 11233, 4994], [39.272, 'TIP Adrian', 'TL Quas', ['TL IWDominate', 'TL Fenix', 'TL KEITH', 'TL Xpecial'], 10746, 5587], [39.304, 'TIP Rhux', 'TL KEITH', ['TL IWDominate', 'TL Fenix', 'TL Xpecial'], 11132, 4947], [39.449, 'TIP XiaoWeiXiao', 'TL KEITH', ['TL Quas', 'TL IWDominate', 'TL Fenix', 'TL Xpecial'], 9569, 5664], [39.484, 'TIP Apollo', 'TL KEITH', ['TL Quas', 'TL IWDominate', 'TL Fenix', 'TL Xpecial'], 10054, 5861]]","[[36.384, 'MID_LANE', 'NEXUS_TURRET'], [31.665, 'MID_LANE', 'BASE_TURRET'], [27.034, 'MID_LANE', 'INNER_TURRET'], [19.122, 'MID_LANE', 'OUTER_TURRET'], [20.76, 'TOP_LANE', 'OUTER_TURRET'], [29.969, 'BOT_LANE', 'OUTER_TURRET'], [39.924, 'MID_LANE', 'NEXUS_TURRET']]","[[35.867, 'MID_LANE']]","[[26.274, None], [10.153, None], [18.515, None], [32.796, None]]",[],[]
1,0,T8,35,"[40, 40, 44, -36, 113, 158, -121, -191, 23, 205, 156, 272, -271, -896, -574, 177, -425, -730, -318, 478, 926, 761, -286, 473, 490, 1265, 2526, 3890, 4319, 5121, 5140, 5141, 6866, 9517, 11322]","[2415, 2415, 2710, 3950, 5404, 6666, 7887, 9131, 10646, 11943, 13280, 14755, 16478, 17762, 19426, 21404, 22906, 23873, 25412, 27472, 29184, 30171, 30920, 33159, 34306, 36597, 39659, 42781, 44366, 46935, 48591, 49707, 53717, 57109, 60269]","[[11.438, 'T8 Dodo8', 'CLG Doublelift', ['CLG Xmithie', 'CLG aphromoo'], 14026, 4726], [24.766, 'T8 Dodo8', 'CLG Xmithie', ['CLG Benny', 'CLG Link', 'CLG Doublelift', 'CLG aphromoo'], 10966, 10414], [24.844, 'T8 Porpoise8', 'CLG Doublelift', ['CLG Benny', 'CLG Xmithie', 'CLG Link', 'CLG aphromoo'], 11185, 9756], [25.231, 'T8 Slooshi8', 'CLG Doublelift', ['CLG Link', 'CLG aphromoo'], 12142, 8621], [25.251, 'T8 Maplestreet8', 'CLG aphromoo', ['CLG Benny', 'CLG Link', 'CLG Doublelift'], 12264, 8276], [25.289, 'T8 CaliTrlolz8', 'CLG Doublelift', ['CLG Benny', 'CLG Link', 'CLG aphromoo'], 12058, 7682], [26.685, 'T8 CaliTrlolz8', 'CLG Doublelift', ['CLG Benny', 'CLG Xmithie', 'CLG Link', 'CLG aphromoo'], 7276, 9128], [26.719, 'T8 Slooshi8', 'CLG Doublelift', ['CLG Benny', 'CLG Xmithie', 'CLG aphromoo'], 8768, 9251], [28.002, 'T8 Dodo8', 'CLG Link', ['CLG Benny', 'CLG Xmithie', 'CLG aphromoo'], 7694, 8736], [28.155, 'T8 CaliTrlolz8', 'CLG Link', ['CLG Benny', 'CLG Xmithie', 'CLG Doublelift', 'CLG aphromoo'], 8565, 8050], [28.912, 'T8 Porpoise8', 'CLG Link', ['CLG Benny', 'CLG Xmithie', 'CLG Doublelift', 'CLG aphromoo'], 9854, 8054], [28.951, 'T8 Slooshi8', 'CLG Link', ['CLG Xmithie', 'CLG Doublelift', 'CLG aphromoo'], 10715, 7608], [29.653, 'T8 Maplestreet8', 'CLG Link', [], 9606, 6128], [29.755, 'T8 Dodo8', 'CLG Benny', ['CLG Xmithie', 'CLG aphromoo'], 11055, 4807], [31.891, 'T8 Dodo8', 'CLG Link', ['CLG Xmithie', 'CLG aphromoo'], 5010, 6109], [31.932, 'T8 Maplestreet8', 'CLG Xmithie', ['CLG Benny', 'CLG Link', 'CLG aphromoo'], 5222, 6172], [31.956, 'T8 Slooshi8', 'CLG Link', ['CLG Benny', 'CLG Xmithie', 'CLG aphromoo'], 5466, 6268], [31.994, 'T8 Porpoise8', 'CLG Link', ['CLG Benny', 'CLG Xmithie', 'CLG aphromoo'], 4926, 6099], [32.092, 'T8 CaliTrlolz8', 'CLG Benny', ['CLG Xmithie', 'CLG Link', 'CLG aphromoo'], 3828, 6164], [34.005, 'T8 Porpoise8', 'CLG Link', ['CLG Benny', 'CLG Xmithie', 'CLG Doublelift', 'CLG aphromoo'], 12998, 10601], [34.391, 'T8 Dodo8', 'CLG Doublelift', ['CLG Benny', 'CLG Xmithie', 'CLG Link', 'CLG aphromoo'], 12734, 12630], [34.416, 'T8 Slooshi8', 'CLG Xmithie', ['CLG Link', 'CLG aphromoo'], 12918, 12872]]","[[22.594, 'MID_LANE', 'OUTER_TURRET'], [34.213, 'MID_LANE', 'NEXUS_TURRET'], [18.487, 'TOP_LANE', 'OUTER_TURRET'], [34.515, 'MID_LANE', 'NEXUS_TURRET'], [26.963, 'MID_LANE', 'INNER_TURRET'], [33.925, 'BOT_LANE', 'BASE_TURRET'], [14.976, 'BOT_LANE', 'OUTER_TURRET'], [33.717, 'BOT_LANE', 'INNER_TURRET']]","[[34.069, 'BOT_LANE']]","[[14.589, None], [30.307, None]]",[[32.556]],[],"[2375, 2375, 2666, 3986, 5291, 6508, 8008, 9322, 10623, 11738, 13124, 14483, 16749, 18658, 20000, 21227, 23331, 24603, 25730, 26994, 28258, 29410, 31206, 32686, 33816, 35332, 37133, 38891, 40047, 41814, 43451, 44566, 46851, 47592, 48947]","[[11.988, 'CLG Doublelift', 'T8 Porpoise8', ['T8 Slooshi8', 'T8 Maplestreet8'], 11070, 1071], [21.451, 'CLG Xmithie', 'T8 CaliTrlolz8', ['T8 Porpoise8', 'T8 Slooshi8', 'T8 Maplestreet8'], 11024, 3870], [21.636, 'CLG Benny', 'T8 CaliTrlolz8', ['T8 Porpoise8', 'T8 Slooshi8', 'T8 Maplestreet8', 'T8 Dodo8'], 10847, 3283], [24.873, 'CLG Xmithie', 'T8 Maplestreet8', ['T8 CaliTrlolz8', 'T8 Porpoise8', 'T8 Slooshi8'], 11049, 10175], [25.108, 'CLG Benny', 'T8 Maplestreet8', ['T8 CaliTrlolz8', 'T8 Slooshi8'], 12077, 8927], [25.219, 'CLG Link', 'T8 Maplestreet8', ['T8 CaliTrlolz8', 'T8 Slooshi8'], 12160, 8296], [26.804, 'CLG Link', 'T8 CaliTrlolz8', ['T8 Slooshi8', 'T8 Dodo8'], 8692, 8481], [28.986, 'CLG Doublelift', 'T8 CaliTrlolz8', ['T8 Porpoise8', 'T8 Slooshi8', 'T8 Dodo8'], 11032, 7579], [29.8, 'CLG Link', 'T8 CaliTrlolz8', ['T8 Porpoise8', 'T8 Maplestreet8', 'T8 Dodo8'], 8520, 6536], [31.222, 'CLG Doublelift', 'T8 Porpoise8', ['T8 Slooshi8', 'T8 Maplestreet8', 'T8 Dodo8'], 4342, 5867]]","[[11.644, 'MID_LANE', 'OUTER_TURRET'], [12.438, 'BOT_LANE', 'OUTER_TURRET'], [15.252, 'TOP_LANE', 'OUTER_TURRET'], [31.49, 'MID_LANE', 'INNER_TURRET']]",[],"[[21.901, None]]",[],[]
